transaction_id,amount,transaction_date,account_id,merchant_id,fraud
1,1873.326054117965,2024-01-01,146,530,1
2,4753.620817743171,2024-01-02,111,546,1
3,3660.237715115214,2024-01-03,161,554,1
4,2993.693762500986,2024-01-04,179,579,0
5,780.9371835717402,2024-01-05,187,561,0
6,780.816607160677,2024-01-06,182,529,1
7,291.3599772288291,2024-01-07,107,554,1
8,4331.0145527289005,2024-01-08,194,515,1
9,3005.973943704301,2024-01-09,120,511,1
10,3540.6548164024316,2024-01-10,180,516,1
11,103.90188698471643,2024-01-11,186,515,0
12,4849.57935095781,2024-01-12,179,511,0
13,4162.380761361308,2024-01-13,169,507,0
14,1062.4832142807024,2024-01-14,171,583,0
15,909.943011068296,2024-01-15,124,502,1
16,917.8391447573157,2024-01-16,181,515,0
17,1521.906972554729,2024-01-17,188,529,1
18,2624.257401729557,2024-01-18,111,522,1
19,2160.293148191937,2024-01-19,114,591,1
20,1456.8544718500116,2024-01-20,158,504,0
21,3059.652620717175,2024-01-21,125,583,1
22,698.3298093995571,2024-01-22,125,564,0
23,1461.4310980275557,2024-01-23,146,529,0
24,1832.4428546251647,2024-01-24,131,520,1
25,2280.893851100963,2024-01-25,109,583,1
26,3926.094631003675,2024-01-26,115,569,1
27,999.1692370096404,2024-01-27,170,521,0
28,2571.6579576296444,2024-01-28,116,581,1
29,2962.4804297413502,2024-01-29,122,571,0
30,233.20561318726863,2024-01-30,125,531,1
31,3038.1167146552903,2024-01-31,184,532,1
32,853.4500943127704,2024-02-01,185,515,0
33,326.1929133334123,2024-02-02,106,575,0
34,4744.478800729413,2024-02-03,113,537,0
35,4828.1945333397225,2024-02-04,178,597,0
36,4042.178343234189,2024-02-05,106,513,0
37,1523.76423209768,2024-02-06,108,535,0
38,489.262897917913,2024-02-07,147,596,1
39,3421.4808995342723,2024-02-08,171,522,1
40,2201.322316204267,2024-02-09,158,565,0
41,611.0691359890493,2024-02-10,186,584,1
42,2476.3893736462396,2024-02-11,192,501,0
43,172.90821705497677,2024-02-12,181,590,1
44,4546.692689991832,2024-02-13,194,572,1
45,1294.6411280184846,2024-02-14,193,564,0
46,3312.948899485556,2024-02-15,138,574,0
47,1559.2436693709653,2024-02-16,198,566,0
48,2600.820037867876,2024-02-17,117,551,1
49,2734.004686437055,2024-02-18,158,561,0
50,925.0874231721097,2024-02-19,116,522,1
51,4847.953554195028,2024-02-20,113,525,0
52,3875.888983982212,2024-02-21,130,567,1
53,4697.555208879381,2024-02-22,123,581,1
54,4474.241924787816,2024-02-23,198,554,0
55,2989.9019940766148,2024-02-24,159,505,1
56,4609.449300880561,2024-02-25,144,534,1
57,443.3740177575456,2024-02-26,197,521,0
58,980.7183292333068,2024-02-27,102,542,1
59,227.09121726377978,2024-02-28,136,514,0
60,1627.3263234855585,2024-02-29,142,585,0
61,1943.9977711577205,2024-03-01,139,559,0
62,1357.4738098377056,2024-03-02,189,511,0
63,4143.858808250495,2024-03-03,154,548,1
64,1784.4098801412529,2024-03-04,186,541,1
65,1405.3916139272164,2024-03-05,138,537,1
66,2713.937719708084,2024-03-06,114,581,0
67,705.4802006488385,2024-03-07,103,544,1
68,4011.182706789444,2024-03-08,192,534,1
69,373.67866775517433,2024-03-09,185,529,0
70,4934.447796065986,2024-03-10,124,587,0
71,3861.4516017139904,2024-03-11,112,529,1
72,994.3796919893279,2024-03-12,181,577,0
73,28.60506350088839,2024-03-13,132,505,0
74,4077.491680845716,2024-03-14,115,566,0
75,3534.579861894238,2024-03-15,141,579,0
76,3645.3068330368956,2024-03-16,165,506,1
77,3856.5804630830426,2024-03-17,154,551,0
78,371.1492140187177,2024-03-18,198,513,0
79,1792.9701769928188,2024-03-19,141,572,0
80,580.2294285661235,2024-03-20,133,514,0
81,4315.654025952092,2024-03-21,129,520,0
82,3116.867336010962,2024-03-22,112,534,0
83,1655.1592262383933,2024-03-23,112,565,0
84,318.7281930798321,2024-03-24,117,590,0
85,1555.6006262565954,2024-03-25,131,501,1
86,1626.5914268117085,2024-03-26,195,534,0
87,3648.3012855119823,2024-03-27,198,581,1
88,3188.1497993047105,2024-03-28,138,577,0
89,4436.176500139057,2024-03-29,145,519,0
90,2361.6024108845845,2024-03-30,128,581,0
91,598.8516354455702,2024-03-31,161,509,0
92,3566.510691327752,2024-04-01,192,524,1
93,3804.16445803587,2024-04-02,161,565,0
94,2806.8247106499116,2024-04-03,156,524,0
95,3855.0649325928503,2024-04-04,115,553,1
96,2469.4841862255894,2024-04-05,155,532,1
97,2614.141414080588,2024-04-06,109,535,0
98,2138.2775507743895,2024-04-07,129,594,1
99,128.07021459373186,2024-04-08,124,513,1
100,540.349243539529,2024-04-09,183,564,1
101,158.11449924798453,2024-04-10,104,579,0
102,3182.415645907638,2024-04-11,164,553,0
103,1572.465549400557,2024-04-12,193,551,0
104,2543.344885132349,2024-04-13,148,502,1
105,4537.924803156539,2024-04-14,102,598,0
106,1247.2118535152258,2024-04-15,144,540,1
107,2052.504232255113,2024-04-16,113,505,0
108,3778.0001415767,2024-04-17,129,524,0
109,1144.7620292926206,2024-04-18,167,512,1
110,385.82256923413615,2024-04-19,117,597,0
111,1449.4675131159263,2024-04-20,161,507,1
112,806.9452149827681,2024-04-21,136,520,1
113,4648.558564060523,2024-04-22,124,597,0
114,4040.7937774425204,2024-04-23,147,567,1
115,3167.385378795607,2024-04-24,164,524,0
116,4357.431490348401,2024-04-25,152,578,0
117,4018.556712418673,2024-04-26,178,567,1
118,933.6637243712931,2024-04-27,172,544,0
119,4462.902433451399,2024-04-28,114,559,1
120,2697.171867336338,2024-04-29,148,511,0
121,4037.3933356651487,2024-04-30,187,531,0
122,4480.560408317543,2024-05-01,167,595,0
123,1590.6993713843476,2024-05-02,111,591,0
124,551.1495707138561,2024-05-03,158,512,0
125,1140.4478775471664,2024-05-04,136,530,1
126,2136.1118353426555,2024-05-05,160,577,1
127,4090.255814846543,2024-05-06,142,519,1
128,4303.792185698461,2024-05-07,169,517,1
129,35.753700525422325,2024-05-08,138,592,1
130,2554.225765585251,2024-05-09,155,559,1
131,2087.637604740746,2024-05-10,162,562,0
132,1111.3169445431806,2024-05-11,145,505,0
133,600.2069713010803,2024-05-12,187,531,1
134,1688.7382418467362,2024-05-13,110,592,1
135,4714.605609858683,2024-05-14,161,542,0
136,1616.6914571717555,2024-05-15,176,501,0
137,2594.4343180950873,2024-05-16,197,559,0
138,3515.391775516994,2024-05-17,124,522,1
139,1818.7843822940906,2024-05-18,170,582,1
140,4858.938631522083,2024-05-19,151,530,1
141,4812.274027415614,2024-05-20,103,504,0
142,1259.6596968309955,2024-05-21,158,582,0
143,2486.745280956035,2024-05-22,171,533,1
144,1505.0906707740317,2024-05-23,119,509,1
145,1424.9176313929606,2024-05-24,192,588,0
146,185.39784982530944,2024-05-25,162,501,0
147,3048.2121055655043,2024-05-26,153,510,0
148,2513.8924371210787,2024-05-27,173,549,0
149,258.3422774986968,2024-05-28,197,530,1
150,1393.9536747188206,2024-05-29,156,555,0
151,4541.4211639473015,2024-05-30,189,578,0
152,1198.569891444195,2024-05-31,140,572,0
153,725.3294655840242,2024-06-01,102,586,1
154,2447.7743486275376,2024-06-02,105,582,1
155,4928.266620098893,2024-06-03,104,508,0
156,1211.0343022859906,2024-06-04,104,598,0
157,3361.005601481987,2024-06-05,153,520,0
158,3808.3364570282592,2024-06-06,146,572,1
159,1188.9500824180059,2024-06-07,186,527,1
160,3641.353526710686,2024-06-08,148,561,1
161,1839.5478804635468,2024-06-09,108,506,0
162,3161.8968471373037,2024-06-10,198,579,1
163,3168.015024093713,2024-06-11,119,515,0
164,2679.3376456897176,2024-06-12,160,596,0
165,452.3585605019871,2024-06-13,134,503,0
166,4176.677175450601,2024-06-14,149,503,1
167,1604.5795447937073,2024-06-15,181,539,0
168,933.4060334888713,2024-06-16,161,516,1
169,204.8349326322648,2024-06-17,116,551,1
170,2954.873822998021,2024-06-18,187,592,0
171,3388.14424484957,2024-06-19,102,551,0
172,83.9225568103529,2024-06-20,131,535,1
173,2560.9531984381056,2024-06-21,198,537,0
174,1133.2523802144917,2024-06-22,112,549,1
175,3226.2187792568398,2024-06-23,188,562,0
176,872.6577785959522,2024-06-24,172,562,1
177,3454.997752774227,2024-06-25,167,561,1
178,1934.2899961563865,2024-06-26,113,598,1
179,4683.713213694936,2024-06-27,197,506,1
180,688.4671997858203,2024-06-28,110,526,0
181,1705.9906889002423,2024-06-29,155,591,0
182,568.2541326817047,2024-06-30,166,585,1
183,4623.543397774535,2024-07-01,191,513,1
184,4386.819427551524,2024-07-02,128,570,0
185,1290.450196948063,2024-07-03,108,585,0
186,3300.260246124861,2024-07-04,166,504,0
187,4086.293778805878,2024-07-05,124,554,0
188,2776.4488571857123,2024-07-06,197,501,0
189,2648.7232412016765,2024-07-07,175,561,0
190,1210.019602211358,2024-07-08,141,590,1
191,466.42073626169014,2024-07-09,108,520,0
192,4486.18157400868,2024-07-10,178,578,0
193,4502.189867759489,2024-07-11,139,520,1
194,3165.8741849090666,2024-07-12,124,509,0
195,1695.8099254524548,2024-07-13,104,586,0
196,1746.6986634886919,2024-07-14,110,557,0
197,3630.052438672327,2024-07-15,158,538,0
198,4485.654189502933,2024-07-16,197,504,0
199,4435.545034901322,2024-07-17,187,564,1
200,3899.5978537422616,2024-07-18,178,512,0
201,3210.5161991252844,2024-07-19,137,584,1
202,421.61568501024914,2024-07-20,171,589,1
203,808.9819417589742,2024-07-21,104,584,0
204,4492.872388446869,2024-07-22,147,552,1
205,3032.53886923829,2024-07-23,189,581,0
206,46.97606103153161,2024-07-24,117,544,1
207,508.25624278729447,2024-07-25,169,531,1
208,3317.845343771171,2024-07-26,136,535,0
209,26.302857647247215,2024-07-27,159,580,0
210,804.8794490360758,2024-07-28,147,598,0
211,2744.120213043564,2024-07-29,176,559,0
212,3459.7840932657737,2024-07-30,127,510,0
213,3260.1543362535,2024-07-31,168,562,1
214,1122.1222779933385,2024-08-01,176,520,1
215,3561.1839275163316,2024-08-02,180,551,1
216,1187.0081883965036,2024-08-03,139,554,1
217,1627.6730910981794,2024-08-04,144,525,1
218,3732.710534185003,2024-08-05,195,567,1
219,3248.514862337026,2024-08-06,161,533,1
220,4246.267829060395,2024-08-07,192,551,0
221,3288.4068486094166,2024-08-08,157,581,0
222,2841.9747080740226,2024-08-09,166,598,1
223,469.28016437263426,2024-08-10,155,592,1
224,1839.211299494108,2024-08-11,139,551,0
225,1326.7466360409455,2024-08-12,197,528,0
226,1220.704227252039,2024-08-13,139,537,0
227,4865.0797632074755,2024-08-14,190,541,0
228,1966.0955256091352,2024-08-15,176,520,1
229,4460.340729330389,2024-08-16,132,541,0
230,3156.0619913603173,2024-08-17,105,512,1
231,3974.2617064047004,2024-08-18,187,563,1
232,2513.6828284328553,2024-08-19,118,516,1
233,2884.942519247169,2024-08-20,179,508,0
234,2463.095951400501,2024-08-21,139,540,0
235,977.0196960024244,2024-08-22,191,500,1
236,3612.538124192265,2024-08-23,196,501,1
237,1404.5810398418382,2024-08-24,158,559,1
238,122.55551619083774,2024-08-25,158,547,0
239,3227.716007239932,2024-08-26,147,528,1
240,886.3762863558377,2024-08-27,140,596,0
241,4702.352463180218,2024-08-28,112,509,1
242,4769.688956435934,2024-08-29,144,557,1
243,4574.407086712022,2024-08-30,188,559,1
244,1851.4233425769664,2024-08-31,152,520,0
245,78.26762602780828,2024-09-01,141,527,0
246,4641.664494376039,2024-09-02,199,574,1
247,2141.492557438254,2024-09-03,162,533,0
248,4833.307440399304,2024-09-04,126,507,1
249,4818.136265469175,2024-09-05,137,558,0
250,4265.194267881333,2024-09-06,159,585,0
251,1472.9500114558589,2024-09-07,106,571,0
252,1926.1035452810245,2024-09-08,104,548,1
253,4255.832220912767,2024-09-09,144,578,0
254,1585.293103776232,2024-09-10,157,516,0
255,848.2942406837764,2024-09-11,130,559,1
256,2784.4495110292924,2024-09-12,122,586,1
257,4680.837716029744,2024-09-13,141,587,1
258,3480.45295357819,2024-09-14,109,544,1
259,2850.7357892767354,2024-09-15,131,582,0
260,486.7852923600719,2024-09-16,152,568,0
261,3075.4211262691497,2024-09-17,129,531,0
262,4950.279196671212,2024-09-18,138,543,0
263,701.2799921673836,2024-09-19,130,564,0
264,2592.12993216632,2024-09-20,181,586,1
265,4386.9879865678495,2024-09-21,199,507,0
266,3704.102320153268,2024-09-22,101,576,0
267,3485.3816892353448,2024-09-23,177,571,0
268,3512.717935851559,2024-09-24,176,586,1
269,1798.0962649475562,2024-09-25,192,542,1
270,1468.6656294782024,2024-09-26,111,500,0
271,4046.9964162370898,2024-09-27,138,550,1
272,4050.7568600012246,2024-09-28,165,523,1
273,4335.494520581939,2024-09-29,195,598,1
274,4566.2895222298,2024-09-30,112,523,1
275,2557.200651905828,2024-10-01,145,516,1
276,2508.079957141311,2024-10-02,126,504,1
277,3991.677599654909,2024-10-03,116,519,1
278,3250.169689958048,2024-10-04,194,520,0
279,3510.132419411259,2024-10-05,197,557,0
280,3979.1675545110693,2024-10-06,159,530,1
281,4450.136703746014,2024-10-07,163,599,0
282,1690.6377891008274,2024-10-08,187,510,0
283,1878.5391802470801,2024-10-09,134,551,1
284,470.81571726450414,2024-10-10,169,514,0
285,2891.8224248398737,2024-10-11,182,582,1
286,180.6754267099137,2024-10-12,129,506,1
287,2328.5244926441683,2024-10-13,170,527,1
288,2713.6805289031754,2024-10-14,173,550,0
289,1433.4197193892937,2024-10-15,195,557,0
290,2954.575469584485,2024-10-16,197,504,0
291,153.4707494453081,2024-10-17,162,504,0
292,187.70359555732287,2024-10-18,127,593,1
293,4113.180202737632,2024-10-19,159,595,1
294,1801.593016414903,2024-10-20,178,507,0
295,636.175502746772,2024-10-21,193,563,1
296,2611.6940570139673,2024-10-22,136,509,1
297,3850.1977719399556,2024-10-23,192,537,0
298,1079.8893164567191,2024-10-24,121,595,1
299,3114.8294886191825,2024-10-25,167,591,0
300,427.65197750384624,2024-10-26,119,580,1
301,259.3569241218699,2024-10-27,195,594,0
302,2657.241803209172,2024-10-28,199,507,1
303,2703.6349729289223,2024-10-29,167,524,1
304,3187.512077589535,2024-10-30,190,572,0
305,3630.730577279585,2024-10-31,163,565,0
306,4879.28454523321,2024-11-01,116,578,0
307,2581.9854411576753,2024-11-02,111,549,0
308,1615.4594082332885,2024-11-03,121,566,1
309,3976.1357876487496,2024-11-04,116,548,1
310,1354.8904240591091,2024-11-05,109,535,0
311,2195.418132107475,2024-11-06,164,567,1
312,393.2034503299875,2024-11-07,121,577,0
313,127.7283663338721,2024-11-08,189,540,0
314,4813.279424974948,2024-11-09,181,588,1
315,4180.064622440517,2024-11-10,149,561,1
316,3480.175056262396,2024-11-11,113,509,0
317,2045.3557691269352,2024-11-12,163,520,0
318,867.298306034158,2024-11-13,146,535,0
319,783.0287763127592,2024-11-14,128,511,1
320,1251.964247924812,2024-11-15,175,590,1
321,2746.5840968658963,2024-11-16,135,501,1
322,3573.2650175776116,2024-11-17,198,512,1
323,3301.3266862119385,2024-11-18,151,552,0
324,1400.3895508327682,2024-11-19,175,531,0
325,4774.371538035307,2024-11-20,106,594,0
326,3689.746686562147,2024-11-21,128,515,0
327,2772.215908504492,2024-11-22,110,531,0
328,3058.992010425527,2024-11-23,132,531,0
329,2098.5807120765216,2024-11-24,105,597,1
330,1239.407216516286,2024-11-25,178,510,1
331,1780.5074205776566,2024-11-26,131,509,0
332,3789.472706211381,2024-11-27,150,514,0
333,72.95304966014959,2024-11-28,174,516,1
334,581.2471298940743,2024-11-29,157,539,1
335,230.967207466742,2024-11-30,186,517,1
336,204.6032827925317,2024-12-01,125,554,1
337,4277.4474594710255,2024-12-02,197,572,0
338,3518.5856390407384,2024-12-03,145,524,0
339,2371.3949716075385,2024-12-04,197,558,0
340,490.0729690943564,2024-12-05,128,577,0
341,2458.587759709045,2024-12-06,103,588,0
342,2367.8853821320477,2024-12-07,180,521,1
343,866.8361476801659,2024-12-08,198,529,0
344,2169.824394540627,2024-12-09,112,583,1
345,1993.1251672524697,2024-12-10,138,584,0
346,3079.6346401630303,2024-12-11,114,543,0
347,3175.833160687351,2024-12-12,128,531,0
348,227.47474485045055,2024-12-13,128,550,0
349,1873.6884605177297,2024-12-14,174,545,0
350,3129.673718655468,2024-12-15,131,520,1
351,2516.1781566418585,2024-12-16,101,598,1
352,4282.592716100423,2024-12-17,146,531,1
353,3293.809464463106,2024-12-18,177,593,0
354,815.509200980067,2024-12-19,183,538,0
355,353.7731682547488,2024-12-20,121,511,1
356,3212.4539717533717,2024-12-21,174,546,0
357,133.53004139756743,2024-12-22,126,517,0
358,2929.292130786043,2024-12-23,166,520,1
359,4701.210976883363,2024-12-24,180,512,0
360,2877.795415201519,2024-12-25,155,520,1
361,1941.461461106403,2024-12-26,191,507,0
362,3216.7978039933237,2024-12-27,192,545,1
363,2291.8061995670914,2024-12-28,120,506,0
364,2728.5383297903586,2024-12-29,146,522,0
365,4707.382579073849,2024-12-30,179,595,1
366,1931.1270863660704,2024-12-31,158,574,0
367,4805.991628555747,2025-01-01,183,585,0
368,4526.847859138363,2025-01-02,105,521,1
369,979.7598828116929,2025-01-03,118,588,0
370,347.7371430749521,2025-01-04,156,521,1
371,504.78922888575585,2025-01-05,168,591,0
372,92.09090643209709,2025-01-06,102,528,0
373,473.12036081888607,2025-01-07,100,512,0
374,3415.350860308368,2025-01-08,157,581,0
375,356.8720536526847,2025-01-09,137,501,1
376,1595.5591758385128,2025-01-10,114,528,0
377,4224.531679536303,2025-01-11,133,584,1
378,117.33640674339351,2025-01-12,160,578,0
379,4072.52794446209,2025-01-13,134,551,0
380,1409.9920190922262,2025-01-14,163,526,0
381,591.7059732806596,2025-01-15,124,549,0
382,3483.989089655389,2025-01-16,123,594,1
383,3145.08529105264,2025-01-17,111,578,1
384,4387.482595621737,2025-01-18,117,522,1
385,3675.620147975625,2025-01-19,114,587,1
386,4017.601170993858,2025-01-20,179,543,0
387,1410.8908282839611,2025-01-21,126,576,1
388,888.0202793548344,2025-01-22,171,521,1
389,3753.323143452651,2025-01-23,159,542,0
390,4034.366861597053,2025-01-24,145,536,0
391,4952.535204861366,2025-01-25,188,560,0
392,2063.675766880221,2025-01-26,116,596,0
393,1860.718410878123,2025-01-27,192,555,1
394,3882.2883907492424,2025-01-28,152,502,1
395,1704.6768977248362,2025-01-29,107,562,0
396,4653.85587069222,2025-01-30,178,518,0
397,4292.205346463216,2025-01-31,126,522,0
398,2145.541142847717,2025-02-01,145,528,1
399,3754.6044678896956,2025-02-02,149,529,1
400,3772.959827549327,2025-02-03,170,538,0
401,516.5162203108271,2025-02-04,102,524,0
402,4512.861980491154,2025-02-05,192,507,1
403,2526.756609866838,2025-02-06,163,557,0
404,4132.4608730726,2025-02-07,143,515,0
405,1600.9279555520282,2025-02-08,152,571,1
406,4477.720619252506,2025-02-09,123,500,0
407,1946.6191919920814,2025-02-10,159,504,1
408,55.1774197500115,2025-02-11,102,502,0
409,4527.004500119899,2025-02-12,119,564,0
410,457.34209725388166,2025-02-13,145,503,1
411,1597.2488743144838,2025-02-14,114,598,1
412,4750.359773286974,2025-02-15,124,595,0
413,4753.085127540843,2025-02-16,193,563,1
414,2867.616002728307,2025-02-17,177,597,0
415,3159.5542236368265,2025-02-18,170,588,0
416,2242.7791643696205,2025-02-19,116,509,1
417,1466.7606477186246,2025-02-20,183,520,0
418,1643.9940623042098,2025-02-21,199,545,0
419,3362.919761929115,2025-02-22,108,590,1
420,3762.120272658962,2025-02-23,137,526,1
421,3958.1036395855167,2025-02-24,147,565,0
422,3948.301095829975,2025-02-25,159,540,1
423,456.93930914040317,2025-02-26,162,512,1
424,2472.607103208205,2025-02-27,185,508,1
425,288.73624132320475,2025-02-28,101,535,1
426,2748.094882736354,2025-03-01,187,585,0
427,2208.2109763655117,2025-03-02,171,589,0
428,4438.633209608741,2025-03-03,110,557,0
429,1755.2241477478412,2025-03-04,163,553,1
430,586.2180151216018,2025-03-05,176,511,1
431,715.8154185821264,2025-03-06,180,580,1
432,3807.791647955644,2025-03-07,171,577,1
433,3091.4720985179893,2025-03-08,120,513,1
434,506.51225793782845,2025-03-09,117,533,1
435,421.44992376887217,2025-03-10,193,552,1
436,3505.144688164141,2025-03-11,163,519,0
437,364.74226881460345,2025-03-12,181,574,0
438,4109.478436392491,2025-03-13,194,515,1
439,3531.5048935553245,2025-03-14,137,594,1
440,407.66255442885694,2025-03-15,131,569,1
441,425.1037327118744,2025-03-16,110,555,0
442,4933.211252927376,2025-03-17,144,582,0
443,1871.9797079848454,2025-03-18,188,557,1
444,1853.8400931873878,2025-03-19,132,503,1
445,4064.1850367202555,2025-03-20,140,503,0
446,4736.29563834191,2025-03-21,107,519,0
447,4930.019318050531,2025-03-22,110,509,0
448,3767.137548109449,2025-03-23,185,523,0
449,1881.9216680690479,2025-03-24,150,598,1
450,418.42008277664513,2025-03-25,187,525,0
451,3885.9574327212563,2025-03-26,140,536,0
452,2792.4628444292894,2025-03-27,116,584,1
453,2121.6858242256344,2025-03-28,175,553,0
454,4531.865571088585,2025-03-29,145,520,0
455,556.8762140484506,2025-03-30,131,573,0
456,2463.632896350005,2025-03-31,178,537,1
457,57.75687019232792,2025-04-01,179,545,0
458,2343.8345493286374,2025-04-02,153,503,1
459,282.4600751335049,2025-04-03,185,559,1
460,594.9707634240915,2025-04-04,191,556,0
461,588.5137076387473,2025-04-05,119,544,0
462,3246.402300278202,2025-04-06,132,519,0
463,3730.478351447851,2025-04-07,173,516,0
464,2917.260456720701,2025-04-08,139,570,1
465,4810.900569824235,2025-04-09,131,503,0
466,1874.9780270389965,2025-04-10,196,592,0
467,1429.2747193230218,2025-04-11,101,513,0
468,4343.127041819112,2025-04-12,196,502,1
469,1118.7555967587436,2025-04-13,132,587,0
470,4816.149474663616,2025-04-14,176,579,0
471,61.76021897439189,2025-04-15,129,557,1
472,4849.424254711487,2025-04-16,132,554,1
473,216.75639984093,2025-04-17,176,503,0
474,4455.824425376657,2025-04-18,125,523,0
475,2638.977844322413,2025-04-19,121,533,0
476,4964.831015800382,2025-04-20,165,529,0
477,369.9090271122589,2025-04-21,137,581,0
478,2769.7175677222026,2025-04-22,189,518,1
479,4846.543375559876,2025-04-23,145,530,1
480,2615.966123006574,2025-04-24,114,559,0
481,3147.3637920381775,2025-04-25,197,559,0
482,3479.0476962341013,2025-04-26,143,518,1
483,2273.2507827740983,2025-04-27,148,548,0
484,3138.162842340233,2025-04-28,174,562,0
485,2921.987245303578,2025-04-29,160,582,0
486,4505.888894444454,2025-04-30,166,521,0
487,228.1864553269479,2025-05-01,105,523,0
488,1405.5349847715595,2025-05-02,108,575,1
489,4752.107008898717,2025-05-03,105,529,0
490,4451.428655670691,2025-05-04,172,557,0
491,2278.8281071757788,2025-05-05,194,530,0
492,3101.042856409882,2025-05-06,131,599,1
493,1387.6285337226823,2025-05-07,140,563,1
494,941.4176774590828,2025-05-08,175,518,1
495,2319.0283262949706,2025-05-09,107,547,1
496,1767.407787902238,2025-05-10,171,544,0
497,2918.6969031425097,2025-05-11,149,599,1
498,389.5954501879592,2025-05-12,191,593,0
499,4871.999643523166,2025-05-13,161,554,0
500,4931.067511653535,2025-05-14,183,554,1
