transaction_id,amount,transaction_date,account_id,merchant_id,fraud
501,3491.110408384706,2025-05-15,161,596,1
502,2680.945735354258,2025-05-16,106,517,1
503,1548.3285538153525,2025-05-17,174,562,1
504,4069.1613035150363,2025-05-18,183,591,1
505,3423.9711315968425,2025-05-19,179,546,0
506,813.9220797851116,2025-05-20,103,574,1
507,4554.724995284719,2025-05-21,105,556,1
508,4112.863677372922,2025-05-22,157,544,1
509,4749.049766546328,2025-05-23,121,532,0
510,3628.8718224334116,2025-05-24,125,516,1
511,3067.4625644830135,2025-05-25,102,569,0
512,2091.7969384168036,2025-05-26,140,503,1
513,4663.709688286713,2025-05-27,159,519,1
514,4330.453383612541,2025-05-28,113,546,0
515,227.04813186084084,2025-05-29,174,590,1
516,132.80850551176277,2025-05-30,181,514,0
517,1882.9403710233698,2025-05-31,111,569,0
518,4052.9561005783826,2025-06-01,186,546,0
519,4936.3933704454075,2025-06-02,111,577,1
520,752.9340386265374,2025-06-03,112,574,1
521,2971.0594460453235,2025-06-04,124,508,1
522,1905.0733922984766,2025-06-05,144,589,0
523,4849.602074675201,2025-06-06,118,515,1
524,4210.752496755408,2025-06-07,154,568,0
525,4191.805194850978,2025-06-08,199,560,1
526,2343.9971058150563,2025-06-09,144,509,0
527,2074.6826921859883,2025-06-10,107,549,0
528,1367.7619525816006,2025-06-11,192,502,0
529,282.82110775798463,2025-06-12,152,576,1
530,4323.747158899011,2025-06-13,154,593,0
531,4064.692144641258,2025-06-14,131,569,0
532,4998.588648757367,2025-06-15,150,580,0
533,4983.187548532453,2025-06-16,143,550,0
534,2777.6030963075345,2025-06-17,181,518,0
535,3845.168088487372,2025-06-18,169,541,0
536,4723.883883682258,2025-06-19,117,534,1
537,4248.38730599638,2025-06-20,182,545,1
538,1237.4931606142452,2025-06-21,121,525,0
539,2253.2701324151576,2025-06-22,136,568,1
540,646.6679163423235,2025-06-23,195,592,1
541,4770.301085266353,2025-06-24,155,563,0
542,3031.2669976199495,2025-06-25,158,536,0
543,1143.9853847118102,2025-06-26,102,583,0
544,3358.8317213448777,2025-06-27,127,548,1
545,3091.023074049021,2025-06-28,173,520,0
546,1791.4554274461696,2025-06-29,134,573,1
547,568.6744034059454,2025-06-30,160,563,0
548,3358.194404768405,2025-07-01,192,504,1
549,2602.0181968180627,2025-07-02,153,599,0
550,3861.819640286461,2025-07-03,162,569,0
551,2601.297342058855,2025-07-04,178,589,1
552,4261.055320092382,2025-07-05,196,503,1
553,2759.9822870336534,2025-07-06,106,538,1
554,2805.128919705396,2025-07-07,175,534,1
555,4383.391359689067,2025-07-08,148,500,1
556,2018.0108481957727,2025-07-09,193,523,1
557,670.9421270247531,2025-07-10,184,556,0
558,144.88459889038154,2025-07-11,130,599,1
559,3775.9311411124213,2025-07-12,157,569,0
560,3101.92744721597,2025-07-13,160,540,0
561,3520.6947607280185,2025-07-14,123,553,1
562,1065.6078433830448,2025-07-15,119,545,0
563,682.7210064582621,2025-07-16,136,559,1
564,73.70878367374176,2025-07-17,103,559,1
565,1753.5872064741784,2025-07-18,191,556,0
566,2949.998516586311,2025-07-19,119,530,0
567,1961.827981453562,2025-07-20,159,583,1
568,2187.9371351966215,2025-07-21,123,523,1
569,4520.889313774248,2025-07-22,149,588,0
570,1741.9290796494784,2025-07-23,148,535,0
571,2570.433456309894,2025-07-24,150,584,0
572,3918.4814106929744,2025-07-25,195,529,0
573,1983.3173688240295,2025-07-26,135,523,1
574,3110.8114144391398,2025-07-27,197,529,1
575,4311.956180024979,2025-07-28,199,585,1
576,4747.653597664553,2025-07-29,165,591,1
577,736.2203311642606,2025-07-30,178,506,0
578,4633.011538182311,2025-07-31,133,534,0
579,2461.0893491046113,2025-08-01,135,554,1
580,1291.9636971064929,2025-08-02,105,591,1
581,2296.2196454350683,2025-08-03,138,513,1
582,4900.1828438521,2025-08-04,141,509,1
583,2463.597851870355,2025-08-05,157,579,1
584,1644.4292998272535,2025-08-06,111,515,1
585,3167.370870729312,2025-08-07,102,553,1
586,1201.4879482721872,2025-08-08,117,594,1
587,380.2407772152109,2025-08-09,139,588,1
588,645.2697298313354,2025-08-10,120,576,0
589,641.1011489499044,2025-08-11,114,569,1
590,760.3615648679595,2025-08-12,196,543,0
591,694.9970360744013,2025-08-13,198,572,0
592,3204.73284927127,2025-08-14,125,544,1
593,910.218541911325,2025-08-15,107,599,1
594,1728.9907493359922,2025-08-16,199,555,0
595,4484.045261120154,2025-08-17,193,583,0
596,2370.334239674099,2025-08-18,186,581,1
597,3338.1211348666147,2025-08-19,141,556,0
598,862.4270361369475,2025-08-20,143,520,1
599,962.2528050245452,2025-08-21,113,567,1
600,205.30221271612783,2025-08-22,177,549,1
601,845.5063802977505,2025-08-23,101,532,0
602,1393.6731048207612,2025-08-24,136,590,0
603,885.8754108994573,2025-08-25,168,506,1
604,444.423966251521,2025-08-26,137,569,0
605,604.0587196319035,2025-08-27,140,514,0
606,2304.4330613955963,2025-08-28,161,581,0
607,1032.4622583105568,2025-08-29,159,531,0
608,1821.9850353793292,2025-08-30,113,574,0
609,2517.5829370034294,2025-08-31,188,519,0
610,3452.283748318197,2025-09-01,183,587,0
611,197.52138706565358,2025-09-02,101,514,1
612,3997.2525841463043,2025-09-03,169,547,0
613,3139.8740470650478,2025-09-04,116,570,0
614,409.71340071241065,2025-09-05,188,520,0
615,4368.019541909779,2025-09-06,127,541,0
616,4604.441130258534,2025-09-07,165,525,0
617,306.3287213144639,2025-09-08,134,513,0
618,1385.1113630878715,2025-09-09,104,556,0
619,4031.2001976855136,2025-09-10,164,536,0
620,3741.550192227908,2025-09-11,139,557,1
621,923.4205757625302,2025-09-12,175,520,0
622,1047.5372673602149,2025-09-13,155,581,0
623,1852.9900418541185,2025-09-14,135,568,0
624,2423.1304029699154,2025-09-15,144,502,0
625,3091.6556028799496,2025-09-16,122,586,1
626,1845.1992842092923,2025-09-17,146,589,1
627,2313.211045949606,2025-09-18,130,536,1
628,3737.607219730649,2025-09-19,110,587,1
629,184.3793312500989,2025-09-20,109,548,1
630,1262.9322847757599,2025-09-21,166,518,1
631,3567.0345798368776,2025-09-22,113,588,1
632,4476.138981598309,2025-09-23,179,584,1
633,2558.875533136215,2025-09-24,173,511,1
634,2661.035312841313,2025-09-25,192,560,1
635,536.7528846875405,2025-09-26,109,540,1
636,2237.6144217504498,2025-09-27,175,532,1
637,2663.5537150086607,2025-09-28,193,549,1
638,1213.1100476700135,2025-09-29,100,567,1
639,1346.9469115159554,2025-09-30,104,570,1
640,1887.0435313600087,2025-10-01,119,585,1
641,101.33591769085412,2025-10-02,107,532,0
642,1611.0737487503081,2025-10-03,142,580,1
643,1058.0285869757267,2025-10-04,175,523,0
644,1638.1592635373954,2025-10-05,100,560,1
645,599.6908969644368,2025-10-06,156,560,1
646,4452.745876418735,2025-10-07,163,597,0
647,2968.3686753166894,2025-10-08,183,527,1
648,3395.8324934033035,2025-10-09,127,557,0
649,3946.067021798084,2025-10-10,136,542,0
650,2492.712552446357,2025-10-11,146,540,0
651,435.51452014903106,2025-10-12,175,538,1
652,2685.9956025509205,2025-10-13,136,585,1
653,2934.6187489863746,2025-10-14,148,548,1
654,3727.4519314474655,2025-10-15,143,516,0
655,2158.8660716021673,2025-10-16,155,597,0
656,638.7739336750233,2025-10-17,127,569,1
657,1419.5957530878236,2025-10-18,178,569,1
658,1816.0483996967769,2025-10-19,105,597,1
659,3229.9402894166747,2025-10-20,160,564,1
660,2854.3207450398904,2025-10-21,119,573,1
661,1781.1275327633334,2025-10-22,177,584,0
662,4932.589728716105,2025-10-23,101,504,0
663,3029.268321965079,2025-10-24,172,501,0
664,1186.8967318882364,2025-10-25,136,521,1
665,509.8105806293983,2025-10-26,119,556,0
666,765.1428367824758,2025-10-27,125,565,0
667,1230.5426841941562,2025-10-28,128,573,0
668,804.2461849245188,2025-10-29,100,597,0
669,933.6485532324775,2025-10-30,134,515,0
670,1426.1907483005416,2025-10-31,169,550,1
671,867.6946028784794,2025-11-01,158,538,0
672,4483.9303577075,2025-11-02,168,585,1
673,402.0884945625494,2025-11-03,132,575,1
674,2623.032436461703,2025-11-04,150,587,1
675,2052.573738121318,2025-11-05,177,539,1
676,4911.910705926123,2025-11-06,111,537,1
677,561.0824719380937,2025-11-07,119,559,0
678,1989.8801396296624,2025-11-08,152,558,0
679,4847.382695943569,2025-11-09,187,509,1
680,4327.670122344008,2025-11-10,142,598,1
681,4085.5432826754504,2025-11-11,197,563,1
682,1290.2562323976542,2025-11-12,188,562,0
683,855.267049362939,2025-11-13,149,548,1
684,3343.5474564022306,2025-11-14,128,563,0
685,4646.950569648801,2025-11-15,156,531,1
686,2784.257702176635,2025-11-16,138,506,0
687,2858.4918346600293,2025-11-17,194,520,1
688,1400.6154892077607,2025-11-18,155,519,0
689,3847.6951730264927,2025-11-19,142,525,1
690,936.0316990390593,2025-11-20,149,567,0
691,1619.072502784814,2025-11-21,122,585,0
692,2127.7567566434673,2025-11-22,143,514,0
693,2538.5442830435904,2025-11-23,137,584,0
694,1212.806252342986,2025-11-24,183,578,0
695,575.0692868712785,2025-11-25,122,585,0
696,3053.489592165721,2025-11-26,144,591,0
697,1443.8641356480387,2025-11-27,151,513,1
698,2906.6098688916386,2025-11-28,179,526,1
699,772.6592136557374,2025-11-29,149,539,1
700,2406.2193691722327,2025-11-30,107,557,1
701,2663.4145733253777,2025-12-01,184,527,1
702,260.0658605753121,2025-12-02,100,525,0
703,1683.684786691409,2025-12-03,107,562,0
704,672.9389700179322,2025-12-04,128,565,0
705,317.811477393366,2025-12-05,195,524,0
706,4949.811201717336,2025-12-06,104,502,0
707,1612.44687102864,2025-12-07,185,571,1
708,4049.5623548273197,2025-12-08,146,543,1
709,1273.9486331640555,2025-12-09,133,596,1
710,3407.8321083974224,2025-12-10,164,541,1
711,3801.379071588543,2025-12-11,154,598,0
712,2978.5980642986137,2025-12-12,189,505,0
713,2358.4093665622418,2025-12-13,142,538,0
714,2059.7927298221953,2025-12-14,173,551,1
715,1744.9924644484336,2025-12-15,129,522,0
716,4647.716192094881,2025-12-16,181,588,1
717,4153.266419530858,2025-12-17,116,549,0
718,4825.169526421896,2025-12-18,125,542,0
719,622.3618202042381,2025-12-19,107,518,1
720,3654.6065085430178,2025-12-20,146,568,0
721,4691.763943648368,2025-12-21,175,550,0
722,906.9840977621351,2025-12-22,190,510,1
723,333.4148405665207,2025-12-23,171,511,0
724,3705.8621258010053,2025-12-24,188,573,1
725,2872.7910927863795,2025-12-25,145,507,0
726,4209.302055014602,2025-12-26,167,523,0
727,699.7221107548212,2025-12-27,132,591,0
728,3976.541291987591,2025-12-28,100,540,0
729,1008.9349729186749,2025-12-29,118,535,0
730,819.1160583856569,2025-12-30,130,584,0
731,822.1647238570337,2025-12-31,179,571,0
732,4073.0590264366792,2026-01-01,113,554,0
733,3326.3209062603046,2026-01-02,152,508,1
734,2615.8040584208275,2026-01-03,147,546,1
735,1794.793590133389,2026-01-04,168,514,0
736,4386.125503524729,2026-01-05,189,547,0
737,1962.8330920057542,2026-01-06,161,581,1
738,4083.1805979184137,2026-01-07,191,541,0
739,2196.2354079425218,2026-01-08,165,559,0
740,1885.345202695113,2026-01-09,163,583,1
741,2313.9362485623624,2026-01-10,169,569,0
742,1507.5879929465464,2026-01-11,162,511,0
743,3738.299291501079,2026-01-12,172,501,1
744,2514.0992300723033,2026-01-13,132,506,0
745,1161.8312630389396,2026-01-14,140,579,0
746,4497.973291799568,2026-01-15,188,502,1
747,1920.0722156446839,2026-01-16,147,502,0
748,2718.220752708829,2026-01-17,112,526,1
749,4532.45408271177,2026-01-18,172,539,0
750,3121.5657415740466,2026-01-19,176,532,0
751,585.373305501112,2026-01-20,130,591,1
752,4699.220785943762,2026-01-21,174,500,1
753,3138.912557304018,2026-01-22,167,507,0
754,1675.1931676707736,2026-01-23,197,531,1
755,697.2210912442729,2026-01-24,103,547,1
756,3970.3319211622097,2026-01-25,118,503,0
757,3100.7437068866393,2026-01-26,169,593,0
758,2667.771998789631,2026-01-27,197,569,0
759,4469.569022671737,2026-01-28,181,518,1
760,3943.1974589114293,2026-01-29,112,531,1
761,759.2227237840232,2026-01-30,122,508,1
762,1559.2986169099456,2026-01-31,182,511,1
763,1243.1972099325142,2026-02-01,174,510,0
764,3719.987516570812,2026-02-02,100,545,1
765,168.62864124416112,2026-02-03,187,515,0
766,2849.8785346717113,2026-02-04,153,500,1
767,3812.5309700177118,2026-02-05,170,562,0
768,4383.951418171985,2026-02-06,188,520,0
769,1711.0666618308214,2026-02-07,184,529,0
770,4106.465266055392,2026-02-08,114,512,1
771,554.048053039081,2026-02-09,164,533,0
772,4232.4150063808565,2026-02-10,175,503,0
773,638.3158229975801,2026-02-11,170,527,1
774,1987.039165511276,2026-02-12,114,594,0
775,3986.6795335319885,2026-02-13,120,558,1
776,750.4372193165201,2026-02-14,118,526,1
777,1147.0277247679749,2026-02-15,159,568,0
778,3611.5405893969382,2026-02-16,192,524,0
779,3600.4626461938255,2026-02-17,188,502,1
780,3206.097016793601,2026-02-18,132,596,0
781,3470.048273891033,2026-02-19,148,567,1
782,2714.0794922946334,2026-02-20,195,524,1
783,1259.743495475857,2026-02-21,134,519,1
784,1729.1342715260932,2026-02-22,143,533,0
785,908.8069862903269,2026-02-23,189,525,1
786,4542.344356106808,2026-02-24,110,504,0
787,2917.375582035836,2026-02-25,198,598,0
788,2004.8562324014358,2026-02-26,171,560,0
789,2310.567012417019,2026-02-27,177,591,0
790,4736.469414719465,2026-02-28,173,592,1
791,767.6036641772849,2026-03-01,165,508,0
792,2931.562930251969,2026-03-02,145,549,1
793,2529.9375057434454,2026-03-03,108,505,1
794,3057.6597229378044,2026-03-04,102,582,0
795,91.5328089203817,2026-03-05,184,559,1
796,4360.747420811813,2026-03-06,125,543,1
797,4660.659294135578,2026-03-07,171,510,0
798,2826.1007847624555,2026-03-08,147,565,1
799,3483.5574685605843,2026-03-09,165,546,1
800,4612.574406505301,2026-03-10,169,572,1
801,3536.4859329326796,2026-03-11,127,584,1
802,763.5426755283925,2026-03-12,192,587,0
803,2881.865512473899,2026-03-13,125,597,1
804,3033.9685168678966,2026-03-14,124,585,1
805,2121.229225840628,2026-03-15,111,502,1
806,3682.4847338879895,2026-03-16,104,575,1
807,4671.900706830305,2026-03-17,197,591,0
808,4627.916996020975,2026-03-18,147,529,1
809,2254.7460176492564,2026-03-19,136,589,0
810,567.0769911579355,2026-03-20,178,520,1
811,4924.221153612711,2026-03-21,143,527,0
812,4194.651534143225,2026-03-22,199,589,0
813,624.188743335131,2026-03-23,114,561,0
814,4604.288571204244,2026-03-24,142,532,0
815,4349.611913948579,2026-03-25,147,584,0
816,2594.6714475732347,2026-03-26,186,534,1
817,2956.7859032889014,2026-03-27,169,551,1
818,1995.614516646781,2026-03-28,145,533,1
819,274.75343247133463,2026-03-29,142,540,0
820,1676.6510109878586,2026-03-30,120,550,1
821,4014.4643895414592,2026-03-31,122,546,0
822,24.155483000009692,2026-04-01,179,581,0
823,1668.1623592840297,2026-04-02,146,557,1
824,1991.4452992611257,2026-04-03,114,574,1
825,2687.4406190866766,2026-04-04,124,556,0
826,4599.35822644739,2026-04-05,135,522,0
827,1732.3836258354404,2026-04-06,174,547,1
828,1735.4190562792423,2026-04-07,150,521,1
829,3687.768739300632,2026-04-08,114,516,1
830,2261.637486508146,2026-04-09,167,568,1
831,1123.7995098769698,2026-04-10,120,510,0
832,2262.7451411473344,2026-04-11,112,593,1
833,705.1442448786195,2026-04-12,185,514,1
834,882.7585455446103,2026-04-13,118,590,1
835,2492.340495924659,2026-04-14,133,534,0
836,2095.208322073235,2026-04-15,177,532,0
837,4574.314659439432,2026-04-16,167,583,0
838,1812.607101684049,2026-04-17,151,515,0
839,2903.361163039939,2026-04-18,126,533,1
840,3161.6891753097325,2026-04-19,128,565,0
841,66.45918848507985,2026-04-20,127,598,1
842,3318.0233227115364,2026-04-21,134,539,1
843,891.0017983818874,2026-04-22,107,527,1
844,4805.390517029807,2026-04-23,115,546,1
845,744.1649760378117,2026-04-24,135,538,0
846,2073.7059945113915,2026-04-25,129,569,0
847,427.6629907251407,2026-04-26,117,572,0
848,4984.374384977891,2026-04-27,101,519,1
849,2511.4728566458816,2026-04-28,148,500,1
850,2977.329701582899,2026-04-29,176,571,1
851,336.31531046474896,2026-04-30,103,586,1
852,3750.05239152549,2026-05-01,189,562,1
853,1050.3180598848332,2026-05-02,188,566,0
854,4490.373392914128,2026-05-03,193,503,1
855,1026.493062769554,2026-05-04,174,557,0
856,954.2479155976691,2026-05-05,106,524,1
857,183.71178957262632,2026-05-06,194,546,1
858,2360.8626586048863,2026-05-07,173,537,0
859,2824.6408251798193,2026-05-08,138,514,0
860,329.4774885023335,2026-05-09,112,562,1
861,3877.862555858358,2026-05-10,130,520,1
862,2266.99088490539,2026-05-11,170,598,1
863,2622.4269563685725,2026-05-12,162,556,1
864,2204.3729719442026,2026-05-13,155,552,0
865,2004.4145413157546,2026-05-14,141,545,1
866,2798.642016209781,2026-05-15,160,513,0
867,777.0459894076319,2026-05-16,141,599,1
868,910.4587243458603,2026-05-17,155,575,0
869,4309.066319446573,2026-05-18,135,516,0
870,4730.63119520603,2026-05-19,183,538,1
871,1867.173272082485,2026-05-20,167,508,0
872,1354.4526210446254,2026-05-21,106,598,1
873,3220.35371665184,2026-05-22,153,576,0
874,2044.2621213193838,2026-05-23,100,578,1
875,127.90639194606396,2026-05-24,143,581,0
876,781.6068342335856,2026-05-25,144,596,1
877,3580.1451720081404,2026-05-26,146,505,1
878,3294.9607856088464,2026-05-27,112,590,0
879,136.45286652491396,2026-05-28,121,522,0
880,1110.6388375028143,2026-05-29,120,558,0
881,1156.1429081437689,2026-05-30,185,590,0
882,3359.7918252500435,2026-05-31,191,597,1
883,99.5329782340664,2026-06-01,108,545,0
884,521.4388013408847,2026-06-02,125,537,1
885,3999.7805107805734,2026-06-03,108,513,0
886,893.5447656096137,2026-06-04,114,599,1
887,3264.0777931515217,2026-06-05,109,571,1
888,1191.675722452586,2026-06-06,187,561,1
889,498.10752240396647,2026-06-07,141,534,1
890,1216.617782806271,2026-06-08,171,518,0
891,3611.61239234644,2026-06-09,123,529,0
892,4278.626644063323,2026-06-10,179,577,1
893,4151.269102970391,2026-06-11,148,583,0
894,1986.5204645626557,2026-06-12,125,524,0
895,3340.7575977166603,2026-06-13,190,539,1
896,1025.716492783689,2026-06-14,136,587,0
897,1466.4455035748053,2026-06-15,167,513,0
898,4481.782756787078,2026-06-16,149,525,0
899,65.99661563016944,2026-06-17,123,586,1
900,428.45714574148593,2026-06-18,118,521,0
901,1040.2233894749907,2026-06-19,199,547,1
902,133.63448716522475,2026-06-20,159,582,0
903,907.9957400138968,2026-06-21,138,550,0
904,2915.624763287491,2026-06-22,173,502,0
905,2107.701328411897,2026-06-23,188,541,1
906,4463.465883673797,2026-06-24,117,518,1
907,4087.400365130466,2026-06-25,118,572,0
908,1709.744941137682,2026-06-26,135,527,1
909,1297.857743723031,2026-06-27,173,583,0
910,1899.0823484281673,2026-06-28,196,544,1
911,2951.884417631524,2026-06-29,154,570,1
912,1341.0501404735585,2026-06-30,168,577,0
913,3121.120390337821,2026-07-01,146,562,0
914,2047.6488493040108,2026-07-02,148,572,0
915,2760.683857079049,2026-07-03,198,518,0
916,2181.1965191474483,2026-07-04,197,546,1
917,1473.0343319500464,2026-07-05,132,513,1
918,4742.318081503821,2026-07-06,120,537,1
919,3818.2653650046445,2026-07-07,180,552,0
920,701.4257656564963,2026-07-08,121,560,0
921,4342.471411513666,2026-07-09,147,535,1
922,2437.668560049319,2026-07-10,136,539,0
923,4472.866582243563,2026-07-11,114,580,1
924,3999.476424480629,2026-07-12,134,529,1
925,2126.642308841698,2026-07-13,191,508,1
926,113.32407229226688,2026-07-14,170,563,1
927,1344.1181195653455,2026-07-15,131,532,1
928,2708.6294390896737,2026-07-16,110,551,0
929,3167.75762091091,2026-07-17,109,588,0
930,1290.1805394805783,2026-07-18,172,513,0
931,697.6410142900478,2026-07-19,177,574,1
932,4174.816253759696,2026-07-20,176,552,1
933,4922.026501337057,2026-07-21,156,598,1
934,2628.9252213311265,2026-07-22,124,558,1
935,859.2247499556692,2026-07-23,101,577,0
936,1362.2643252703253,2026-07-24,163,593,0
937,92.9349920607862,2026-07-25,134,540,1
938,4571.5797339959345,2026-07-26,106,567,1
939,589.6376633678155,2026-07-27,184,567,1
940,2883.0058610957535,2026-07-28,117,591,0
941,1371.0020482153427,2026-07-29,166,507,0
942,2771.3358345764514,2026-07-30,141,501,0
943,3257.4505213709695,2026-07-31,138,585,1
944,4148.879276732301,2026-08-01,140,540,1
945,1032.8999375312555,2026-08-02,174,554,0
946,55.96814746374391,2026-08-03,123,515,1
947,685.2912647139675,2026-08-04,159,592,0
948,4500.193190598678,2026-08-05,145,561,1
949,4369.576497735014,2026-08-06,118,547,0
950,2987.4680977493713,2026-08-07,167,529,1
951,3002.9837853078334,2026-08-08,189,511,0
952,3325.518336056731,2026-08-09,141,534,0
953,877.6810218386245,2026-08-10,131,510,0
954,4572.145317678874,2026-08-11,138,563,0
955,2094.4338539354735,2026-08-12,135,549,0
956,1916.3095027192378,2026-08-13,196,584,0
957,2595.069608708905,2026-08-14,135,520,1
958,235.78286790850018,2026-08-15,102,568,1
959,832.250560411641,2026-08-16,172,547,1
960,3690.430048515426,2026-08-17,107,519,0
961,414.9105409577072,2026-08-18,196,566,0
962,3016.1573952224744,2026-08-19,169,543,1
963,1227.5001992969235,2026-08-20,140,532,0
964,1947.0887745958407,2026-08-21,167,572,0
965,1444.1799901167287,2026-08-22,112,560,0
966,1779.0079096082807,2026-08-23,148,508,0
967,3595.5104800160434,2026-08-24,159,567,0
968,1486.311456400252,2026-08-25,101,534,1
969,2832.456796844189,2026-08-26,159,580,1
970,2380.7759605932993,2026-08-27,104,597,1
971,3318.6921556478783,2026-08-28,143,587,1
972,4684.211866884465,2026-08-29,126,595,1
973,3663.127913954041,2026-08-30,131,564,0
974,1075.486952575193,2026-08-31,120,507,0
975,156.88449217136207,2026-09-01,107,544,0
976,1312.0579574548256,2026-09-02,171,586,0
977,2975.794575570574,2026-09-03,149,546,1
978,258.0776416077675,2026-09-04,166,539,1
979,2482.3348697589804,2026-09-05,143,575,1
980,2984.6174017355293,2026-09-06,157,553,0
981,1671.8852101939872,2026-09-07,102,575,1
982,3854.7901065253636,2026-09-08,185,545,0
983,533.8846674157253,2026-09-09,169,546,1
984,376.613770897308,2026-09-10,101,514,1
985,3641.215592261813,2026-09-11,186,518,0
986,2477.961089714786,2026-09-12,143,525,0
987,3442.3235797422526,2026-09-13,101,551,1
988,2174.7018656801274,2026-09-14,180,592,1
989,1232.763764162295,2026-09-15,134,521,0
990,4095.6924860533245,2026-09-16,197,520,1
991,3997.2799789659275,2026-09-17,186,550,1
992,3473.7876578012792,2026-09-18,129,537,0
993,1361.4535410125836,2026-09-19,107,519,1
994,2951.563103678566,2026-09-20,121,528,0
995,1805.508510803194,2026-09-21,143,550,1
996,458.8187845598441,2026-09-22,157,503,0
997,4586.650563735751,2026-09-23,135,554,1
998,684.956335963888,2026-09-24,168,570,0
999,4751.236531750192,2026-09-25,176,591,1
1000,2230.5828590168207,2026-09-26,192,527,0
